well_id,structure_id,slab_num,slab_type,structure_acronym,structure_name,polygon_id,mri_voxel_x,mri_voxel_y,mri_voxel_z,mni_x,mni_y,mni_z,brain,reg_num,top_level,region_clean
594,4077,22,CX,PCLa-i,"paracentral lobule, anterior part, right, inferior bank of gyrus",37470,87,52,116,6.281692579616768,-26.7694562819027,46.03092023907661,9861,4071.0,CTX,"paracentral lobule, anterior part"
2985,4323,11,CX,Cl,"claustrum, right",40517,66,92,63,29.463217952667,17.3710718485183,-6.84186838449224,9861,,,
2801,4323,18,CX,Cl,"claustrum, right",41516,66,81,104,30.9163518797962,-19.971093565767,12.528056136748097,9861,,,
2273,4440,18,CX,LGd,"dorsal lateral geniculate nucleus, left",41473,116,94,101,-24.4716593065446,-23.9955838588759,-2.00609413979824,9861,12922.0,THAL,dorsal lateral geneiculate nucleus
2785,4266,17,CX,CA4,"CA4 field, right",41142,63,104,106,33.052748420075105,-30.720132437617803,-12.0205804951394,9861,12895.0,HIPP,CA4 field
2793,4267,17,CX,DG,"dentate gyrus, right",41141,63,104,107,33.041807596574806,-31.669099542866,-11.778945374543,9861,,,
2795,4782,72,CB,Dt,"dentate nucleus, left",73345,101,130,123,-9.97544643424076,-57.9403284349634,-33.4772000122972,9861,,,
2874,4788,67,CB,Emb,"emboliform nucleus, right",56000,84,125,118,9.32888382302349,-50.9790893017917,-29.4785983264604,9861,,,
2858,4251,17,CX,S,"subiculum, left",41212,114,108,100,-23.1391394200596,-25.5558629822925,-17.893314395043898,9861,12896.0,HIPP,subiculum
2850,4254,17,CX,CA1,"CA1 field, left",41211,124,107,100,-32.8226601537855,-26.1647770418254,-17.1368757613601,9861,12892.0,HIPP,CA1 field
2866,4281,17,CX,TCd,"tail of caudate nucleus, left",41213,124,102,98,-32.4512654279861,-22.7344036587128,-12.6904666297962,9861,12901.0,STR,tail of the caudate nucleus
2809,4450,19,CX,DTA,"anterior group of nuclei, right",67019,84,85,109,13.0724901231804,-26.2333991644701,8.34347144363092,9861,12920.0,THAL,anterior group of nuclei
2817,4472,19,CX,DTLv,"lateral group of nuclei, right, ventral division",67020,75,86,108,21.9367633533849,-25.8959939102087,7.73383928358496,9861,12925.0,THAL,"lateral group of nuclei, ventral division"
2825,4487,19,CX,ILr,"rostral group of intralaminar nuclei, right",73214,84,88,109,13.358386709435502,-26.9731467026567,5.34380219050247,9861,12929.0,THAL,rostral group of intralaminar nuclei
2929,4395,19,CX,DTA,"anterior group of nuclei, left",66981,102,80,102,-10.0967714757395,-20.435317349686,12.9454328346207,9861,12920.0,THAL,anterior group of nuclei
2857,4400,19,CX,DTM,"medial group of nuclei, left",80127,100,92,105,-8.820172626063279,-25.5175533240037,0.7115265341331741,9861,12927.0,THAL,medial group of nuclei
2849,4417,19,CX,DTLv,"lateral group of nuclei, left, ventral division",66985,112,87,105,-20.920455396277102,-25.90307704258189,6.3149177643058,9861,12925.0,THAL,"lateral group of nuclei, ventral division"
2865,4432,19,CX,ILr,"rostral group of intralaminar nuclei, left",80126,104,87,104,-12.8226976543271,-23.8538146711662,5.74859131722757,9861,12929.0,THAL,rostral group of intralaminar nuclei
2841,4437,19,CX,ILc,"caudal group of intralaminar nuclei, left",66984,106,94,105,-15.4395553622772,-26.841910431861105,-1.48764526006108,9861,12921.0,THAL,caudal group of intralaminar nuclei
2977,4322,12,CX,Cl,"claustrum, left",36307,121,90,67,-26.861375687597103,13.276540057830903,-3.02210792217258,9861,,,
3001,4455,16,CX,DTM,"medial group of nuclei, right",665541,91,86,93,2.6992615373816604,-11.72494033122,5.98027271544382,9861,12927.0,THAL,medial group of nuclei
2993,4472,16,CX,DTLv,"lateral group of nuclei, right, ventral division",665542,87,85,92,8.09692672341275,-10.3484744140099,6.9335989689389885,9861,12925.0,THAL,"lateral group of nuclei, ventral division"
3009,4512,16,CX,R,"reticular nucleus of thalamus, right",362512,82,84,92,14.640076731201198,-9.99270949921516,8.14740086120804,9861,4504.0,THAL,ventral thalamus
3050,4537,16,CX,Pa,"paraventricular nuclei, right of thalamus, right",665540,91,88,93,2.6606964368465804,-11.8986327922669,3.7806077078731697,9861,,,
3017,4314,16,CX,SI,"substantia innominata, right",56068,72,93,94,23.737442777323604,-15.0348801831074,-1.2130467613577098,9861,,,
2803,4519,16,CX,Sb,"subthalamic nucleus, right",39177,73,98,95,23.08675265521489,-17.0988913837847,-6.55900355596956,9861,,,
2811,9074,16,CX,SNC,"substantia nigra, pars compacta, left",344600,93,104,95,-0.618249692351448,-18.7979140067963,-13.9670593153531,9861,9072.0,VTA_SN,substantia nigra
3041,4417,17,CX,DTLv,"lateral group of nuclei, left, ventral division",87542,105,84,98,-13.055418964895,-17.486330917130598,8.74055314724825,9861,12925.0,THAL,"lateral group of nuclei, ventral division"
3033,4450,17,CX,DTA,"anterior group of nuclei, right",87520,86,80,101,10.1148046105099,-18.4778773303453,12.9323139377966,9861,12920.0,THAL,anterior group of nuclei
3057,4455,17,CX,DTM,"medial group of nuclei, right",692605,90,88,102,5.414474684469121,-20.9785110364821,4.483868539040532,9861,12927.0,THAL,medial group of nuclei
3049,4472,17,CX,DTLv,"lateral group of nuclei, right, ventral division",87525,82,89,102,14.630386877476498,-21.2575289196737,3.64690562604108,9861,12925.0,THAL,"lateral group of nuclei, ventral division"
3065,4506,17,CX,R,"reticular nucleus of thalamus, left",87541,110,83,97,-18.180260755759303,-16.6365563775793,9.88602257091735,9861,4504.0,THAL,ventral thalamus
3018,4507,17,CX,ZI,"zona incerta, left",690726,100,92,99,-8.210932460702491,-20.133457269462102,-0.443763861819764,9861,4504.0,THAL,ventral thalamus
2978,4512,17,CX,R,"reticular nucleus of thalamus, right",87521,76,85,101,20.6490232551575,-19.3360199766249,8.40164714680843,9861,4504.0,THAL,ventral thalamus
3026,4513,17,CX,ZI,"zona incerta, right",87536,82,96,100,14.4097923199175,-21.528328603621,-4.142258996849391,9861,4504.0,THAL,ventral thalamus
3090,4518,17,CX,Sb,"subthalamic nucleus, left",87528,107,95,99,-16.1378211549613,-21.4971587946228,-3.57245333171325,9861,,,
3025,9005,17,CX,CGMB,"central gray substance of midbrain, right",668917,93,98,100,0.1630190972619069,-22.1129281811898,-6.08395878826105,9861,,,
3034,9054,17,CX,RN,"red nucleus, left",87527,101,100,100,-9.89774015867561,-23.8886498413426,-8.41199745405645,9861,,,
2986,9057,17,CX,RN,"red nucleus, right",668919,86,100,101,9.91489852252024,-23.3839689009433,-8.22103732730991,9861,,,
3002,9074,17,CX,SNC,"substantia nigra, pars compacta, left",87529,109,99,99,-17.911885758988603,-22.8081280719934,-7.58952919403517,9861,9072.0,VTA_SN,substantia nigra
3010,9075,17,CX,SNR,"substantia nigra, pars reticulata, left",87530,111,99,99,-19.8010821183225,-22.8991037273555,-7.465372962128758,9861,9072.0,VTA_SN,substantia nigra
787,4143,14,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",38869,145,112,83,-55.3670693842185,-11.6099411004339,-25.1760968846315,9861,4140.0,CTX,middle temporal gyrus
2786,4329,14,CX,ATZ,"amygdalohippocampal transition zone, left",73464,114,101,83,-20.6774157190412,-6.54029578610867,-11.5191209249244,9861,4328.0,AMYG,amygdalohippocampal transition zone
2794,4342,14,CX,BLA,"basolateral nucleus, left",81221,116,107,83,-24.210640121265893,-7.55825535707054,-20.5369125488049,9861,4341.0,AMYG,basolateral nucleus
2810,4351,14,CX,BMA,"basomedial nucleus, left",81220,117,102,83,-24.546538778635306,-6.76470085970971,-14.0333738813864,9861,4350.0,AMYG,basomedial nucleus
2873,4379,14,CX,LA,"lateral nucleus, left",73461,122,109,83,-30.2589968887436,-8.70687231737857,-22.8915632329402,9861,4378.0,AMYG,lateral nucleus
2802,4379,14,CX,LA,"lateral nucleus, left",82143,121,109,83,-29.1813775714157,-8.56377279425506,-22.755620581768497,9861,4378.0,AMYG,lateral nucleus
2842,4307,15,CX,SI,"substantia innominata, left",41716,116,97,87,-22.8587563982973,-10.4527232087869,-6.93859118652151,9861,,,
2826,4360,15,CX,CeA,"central nucleus, left",40336,118,100,87,-25.3862580678184,-10.9038679653077,-11.0998856310315,9861,4359.0,AMYG,central nucleus
961,4273,10,CX,SIG,"short insular gyri, left",28153,127,84,57,-33.515487141047394,25.699182589025305,-0.8869685431179741,9861,4272.0,CTX,short insular gyri
428,4092,24,CX,PoG-cs,"postcentral gyrus, right, bank of the central sulcus",35008,78,40,124,17.9579507283897,-29.893537277695103,63.280191086331605,9861,4085.0,CTX,postcentral gyrus
969,4201,22,CX,OTG-i,"occipito-temporal gyrus, left, inferior bank of gyrus",37564,137,116,122,-50.8101627220836,-53.7469332008143,-18.5141827790113,9861,4198.0,CTX,occipito-temporal gyrus
973,4158,18,CX,FuG-its,"fusiform gyrus, left, bank of the its",39559,133,117,105,-44.028405211503895,-36.8895064021936,-25.9940257289766,9861,4156.0,CTX,fusiform gyrus
981,4159,18,CX,FuG-l,"fusiform gyrus, left, lateral bank of gyrus",39560,126,121,105,-35.640884184457704,-36.191986399540006,-29.0784198389489,9861,4156.0,CTX,fusiform gyrus
989,4160,18,CX,FuG-cos,"fusiform gyrus, left, bank of cos",39561,123,111,103,-31.690841928752604,-30.663447959853,-20.252726448428604,9861,4156.0,CTX,fusiform gyrus
965,4164,18,CX,FuG-cos,"fusiform gyrus, right, bank of cos",39527,62,112,107,34.0386615068945,-34.0408726123774,-19.9540814795806,9861,4156.0,CTX,fusiform gyrus
1052,4163,18,CX,FuG-l,"fusiform gyrus, right, lateral bank of gyrus",39526,58,121,109,38.3826564037493,-37.5214274436957,-28.345565252709605,9861,4156.0,CTX,fusiform gyrus
1044,4166,18,CX,HG,"Heschl's gyrus, left",39516,132,86,100,-39.703285940936,-19.2667481377715,4.57339657724055,9861,4165.0,CTX,Heschl's gyrus
1028,4288,18,CX,Pu,"putamen, left",39517,122,87,100,-30.0648389948153,-20.9279639498705,4.78202161108057,9861,4287.0,STR,putamen
1020,4167,18,CX,HG,"Heschl's gyrus, right",39483,52,86,104,42.9139073467878,-20.571301562222,7.1582964492342605,9861,4165.0,CTX,Heschl's gyrus
1012,4271,18,CX,LIG,"long insular gyri, right",39487,64,89,104,31.6758303598822,-22.846846821628297,4.65074536867944,9861,4269.0,CTX,long insular gyri
1051,4136,18,CX,STG-i,"superior temporal gyrus, left, inferior bank of gyrus",39467,152,94,104,-62.0043604357862,-26.9120156851584,0.233409777485013,9861,4133.0,CTX,superior temporal gyrus
964,4142,18,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",39466,147,102,105,-56.2055892177116,-31.376743764450307,-9.10728939570069,9861,4140.0,CTX,middle temporal gyrus
980,4143,18,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",39465,149,115,105,-61.53391158532061,-34.7922210534794,-20.395396093372,9861,4140.0,CTX,middle temporal gyrus
996,4150,18,CX,ITG-l,"inferior temporal gyrus, left, lateral bank of gyrus",39472,141,122,105,-53.47691184562039,-39.2953193957635,-31.0593869794164,9861,4147.0,CTX,inferior temporal gyrus
988,4151,18,CX,ITG-mts,"inferior temporal gyrus, left, bank of mts",39464,142,115,105,-54.084841904137,-36.2979256801406,-23.0265927937361,9861,4147.0,CTX,inferior temporal gyrus
1035,4138,18,CX,STG-l,"superior temporal gyrus, right, lateral bank of gyrus",39451,27,92,104,70.5062767090703,-24.5416266434645,0.428574244046176,9861,4133.0,CTX,superior temporal gyrus
1027,4139,18,CX,STG-i,"superior temporal gyrus, right, inferior bank of gyrus",39452,35,97,106,61.32694392848021,-28.2003251689187,-4.685317589086839,9861,4133.0,CTX,superior temporal gyrus
1011,4145,18,CX,MTG-s,"middle temporal gyrus, right, superior bank of gyrus",39454,43,99,108,51.9784315713766,-30.0820006978602,-5.9551172785972,9861,4140.0,CTX,middle temporal gyrus
1043,4146,18,CX,MTG-i,"middle temporal gyrus, right, inferior bank of gyrus",39448,42,108,109,55.39785912158551,-35.6077322498034,-16.4962799727942,9861,4140.0,CTX,middle temporal gyrus
979,4153,18,CX,ITG-its,"inferior temporal gyrus, right, bank of the its",39453,47,118,109,50.354406596617096,-39.6318362166132,-26.148466409133896,9861,4147.0,CTX,inferior temporal gyrus
1003,4154,18,CX,ITG-l,"inferior temporal gyrus, right, lateral bank of gyrus",73248,34,118,109,63.768604552915,-40.6069227735352,-27.0306535440222,9861,4147.0,CTX,inferior temporal gyrus
995,4155,18,CX,ITG-mts,"inferior temporal gyrus, right, bank of mts",39446,42,111,109,56.3469625574192,-37.2585765419906,-19.88358567751549,9861,4147.0,CTX,inferior temporal gyrus
971,4162,18,CX,FuG-its,"fusiform gyrus, right, bank of the its",39447,51,118,109,46.27929093519529,-39.5300626466924,-26.3824038067212,9861,4156.0,CTX,fusiform gyrus
1034,4094,18,CX,PoG-il,"postcentral gyrus, right, inferior lateral aspect of gyrus",39410,28,77,104,68.8753045408463,-18.361176172078306,16.214661429137006,9861,4085.0,CTX,postcentral gyrus
1042,4173,18,CX,PLT,"planum temporale, right",39409,37,84,104,59.33662727734551,-20.5071864803948,8.06135063158952,9861,4171.0,CTX,planum temporale
1010,4012,18,CX,PrG-prc,"precentral gyrus, left, bank of the precentral sulcus",39374,123,49,90,-34.274584746106,0.70674314341848,43.7345292934852,9861,4010.0,CTX,precentral gyrus
1018,4013,18,CX,PrG-sl,"precentral gyrus, left, superior lateral aspect of gyrus",39375,135,42,92,-45.572502843478496,0.876376953577653,50.7035086358224,9861,4010.0,CTX,precentral gyrus
1026,4014,18,CX,PrG-il,"precentral gyrus, left, inferior lateral aspect of gyrus",39376,147,53,92,-56.5587464287928,-2.39432014308058,40.6039291018238,9861,4010.0,CTX,precentral gyrus
1002,4031,18,CX,MFG-i,"middle frontal gyrus, left, inferior bank of gyrus",39373,124,40,89,-34.1436789609791,3.11510103011717,53.5926706750279,9861,4028.0,CTX,middle frontal gyrus
970,4023,18,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",39363,95,37,86,-1.90767380987176,7.89654377185751,54.1158203650414,9861,4021.0,CTX,superior frontal gyrus
978,4024,18,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",39362,111,39,86,-19.3959821582975,6.68736978524138,53.5923754142704,9861,4021.0,CTX,superior frontal gyrus
986,4030,18,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",39361,115,39,86,-22.989712717340804,5.6688723426628105,52.967543708236,9861,4028.0,CTX,middle frontal gyrus
962,4026,18,CX,SFG-m,"superior frontal gyrus, right, medial bank of gyrus",39345,84,48,100,10.9178757290745,-8.21879387164819,48.81750253334791,9861,4021.0,CTX,superior frontal gyrus
1017,4017,18,CX,PrG-prc,"precentral gyrus, right, bank of the precentral sulcus",39319,58,46,97,38.0765269564155,-0.925766268670875,47.44024887070189,9861,4010.0,CTX,precentral gyrus
1025,4018,18,CX,PrG-sl,"precentral gyrus, right, superior lateral aspect of gyrus",39329,51,43,97,45.55188604556621,-1.0600475907901898,51.908233089919385,9861,4010.0,CTX,precentral gyrus
1033,4019,18,CX,PrG-il,"precentral gyrus, right, inferior lateral aspect of gyrus",39330,45,48,97,52.5147760287115,-2.9925890903575,46.45529077292271,9861,4010.0,CTX,precentral gyrus
1041,4020,18,CX,PrG-cs,"precentral gyrus, right, bank of the central sulcus",39331,48,54,99,50.443366168925,-7.47255871759644,39.3627776287991,9861,4010.0,CTX,precentral gyrus
985,4027,18,CX,SFG-l,"superior frontal gyrus, right, lateral bank of gyrus",39316,70,50,96,25.46250792827849,-3.37071060888722,43.6680331646222,9861,4021.0,CTX,superior frontal gyrus
993,4033,18,CX,MFG-s,"middle frontal gyrus, right, superior bank of gyrus",39317,67,49,97,28.8214952640092,-3.1682080746718,44.1610542503586,9861,4028.0,CTX,middle frontal gyrus
1009,4034,18,CX,MFG-i,"middle frontal gyrus, right, inferior bank of gyrus",39318,60,43,97,36.262799470250286,-0.8857114528052109,50.2441007285526,9861,4028.0,CTX,middle frontal gyrus
1049,4092,18,CX,PoG-cs,"postcentral gyrus, right, bank of the central sulcus",39332,47,57,100,51.53969036926679,-10.7592609483381,36.14915533223101,9861,4085.0,CTX,postcentral gyrus
963,4015,18,CX,PrG-cs,"precentral gyrus, left, bank of the central sulcus",39417,144,62,95,-53.41839967145079,-7.48040429912544,31.6556999872502,9861,4010.0,CTX,precentral gyrus
1050,4087,18,CX,PoG-cs,"postcentral gyrus, left, bank of the central sulcus",39416,148,61,96,-57.84965345851789,-8.5713969371773,32.6956504772818,9861,4085.0,CTX,postcentral gyrus
362,4023,8,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",28050,94,55,46,-0.591419775580729,46.0199119713436,27.9292695861294,9861,4021.0,CTX,superior frontal gyrus
1001,4033,18,CX,MFG-s,"middle frontal gyrus, right, superior bank of gyrus",39320,66,46,97,29.911739188464303,-2.11583645757784,46.8587065000846,9861,4028.0,CTX,middle frontal gyrus
994,4030,18,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",39366,117,36,86,-24.6001156414884,6.6751224170580485,56.7264499588791,9861,4028.0,CTX,middle frontal gyrus
987,4153,18,CX,ITG-its,"inferior temporal gyrus, right, bank of the its",39444,49,116,109,49.047607167068,-38.7085152335621,-24.104242468131,9861,4147.0,CTX,inferior temporal gyrus
1019,4145,18,CX,MTG-s,"middle temporal gyrus, right, superior bank of gyrus",39450,46,99,108,49.1081932487551,-30.43045754931149,-6.24208752804272,9861,4140.0,CTX,middle temporal gyrus
1004,4150,18,CX,ITG-l,"inferior temporal gyrus, left, lateral bank of gyrus",39463,143,122,105,-55.5725378627145,-39.52016655676661,-31.188579689011107,9861,4147.0,CTX,inferior temporal gyrus
972,4142,18,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",39471,150,101,105,-59.5442811126591,-30.9038899705941,-7.63552818624775,9861,4140.0,CTX,middle temporal gyrus
977,4288,14,CX,Pu,"putamen, left",39235,117,85,83,-23.937229451231108,-2.6431521856433,5.10391550480892,9861,4287.0,STR,putamen
946,4020,16,CX,PrG-cs,"precentral gyrus, right, bank of the central sulcus",38934,39,72,88,58.685214435181,-0.345040528263235,22.007601999888,9861,4010.0,CTX,precentral gyrus
966,4299,16,CX,GPi,"globus pallidus, internal segment, right",714243,73,92,93,22.5540779585001,-13.8102208017434,-0.0796133078505481,9861,12898.0,GP,"globus pallidus, internal segment"
974,4149,16,CX,ITG-its,"inferior temporal gyrus, left, bank of the its",39396,133,111,93,-42.1246357308456,-20.6335510277765,-22.4379915126287,9861,4147.0,CTX,inferior temporal gyrus
982,4159,16,CX,FuG-l,"fusiform gyrus, left, lateral bank of gyrus",39394,125,120,93,-35.2161539016424,-23.652377771056297,-33.0169995811835,9861,4156.0,CTX,fusiform gyrus
998,4244,16,CX,PHG-l,"parahippocampal gyrus, left, lateral bank of gyrus",39392,112,115,93,-21.195594697976,-20.8614241776902,-27.651662004940004,9861,,,
990,4245,16,CX,PHG-cos,"parahippocampal gyrus, left, bank of the cos",39393,117,116,93,-26.1872057949855,-20.7195003171395,-29.111072419576807,9861,,,
997,4230,18,CX,CgGp-s,"cingulate gyrus, parietal part, left, superior bank of gyrus",39592,100,59,86,-8.54839855563438,4.28214565824043,35.7980344684598,9861,4228.0,CTX,"cingulate gyrus, parietal part"
1005,4231,18,CX,CgGp-i,"cingulate gyrus, parietal part, left, inferior bank of gyrus",39593,96,67,90,-2.42374579685402,-2.75929862945289,27.8990765815244,9861,4228.0,CTX,"cingulate gyrus, parietal part"
1021,4233,18,CX,CgGp-s,"cingulate gyrus, parietal part, right, superior bank of gyrus",39596,87,66,99,8.21986938576497,-11.2047467383383,32.323928593872296,9861,4228.0,CTX,"cingulate gyrus, parietal part"
1013,4234,18,CX,CgGp-i,"cingulate gyrus, parietal part, right, inferior bank of gyrus",39595,92,68,95,3.3470138674319907,-8.27843324087842,29.2082272534602,9861,4228.0,CTX,"cingulate gyrus, parietal part"
1053,9242,18,CX,cgb,"cingulum bundle, right",81149,79,61,96,16.5984676521444,-6.90268000789997,34.127324727547304,9861,,,
883,4172,16,CX,PLT,"planum temporale, left",39008,154,88,88,-62.6997416921831,-8.37007866027817,1.6946511053991002,9861,4171.0,CTX,planum temporale
907,4270,16,CX,LIG,"long insular gyri, left",39004,129,92,89,-37.3080437993836,-11.796854642045,-2.8247405377476,9861,4269.0,CTX,long insular gyri
868,4139,16,CX,STG-i,"superior temporal gyrus, right, inferior bank of gyrus",39027,48,101,93,47.885434411279405,-18.3176966923278,-12.728378607960998,9861,4133.0,CTX,superior temporal gyrus
955,4145,16,CX,MTG-s,"middle temporal gyrus, right, superior bank of gyrus",39028,47,104,94,49.74160016950872,-20.5304892531318,-15.940314946061196,9861,4140.0,CTX,middle temporal gyrus
939,4146,16,CX,MTG-i,"middle temporal gyrus, right, inferior bank of gyrus",39029,38,110,95,59.59813473711221,-23.293386643536703,-22.0202762063276,9861,4140.0,CTX,middle temporal gyrus
876,4153,16,CX,ITG-its,"inferior temporal gyrus, right, bank of the its",39034,51,118,98,47.48118340763471,-28.213713426279305,-29.344849449604894,9861,4147.0,CTX,inferior temporal gyrus
884,4154,16,CX,ITG-l,"inferior temporal gyrus, right, lateral bank of gyrus",39033,46,122,98,52.2400567816014,-30.2223908447205,-33.3322399378754,9861,4147.0,CTX,inferior temporal gyrus
923,4155,16,CX,ITG-mts,"inferior temporal gyrus, right, bank of mts",39031,38,113,96,60.2102734308333,-25.5884240787132,-24.9529138279292,9861,4147.0,CTX,inferior temporal gyrus
892,4136,16,CX,STG-i,"superior temporal gyrus, left, inferior bank of gyrus",39043,141,97,92,-51.237387310081104,-14.9275249760918,-6.79070693640087,9861,4133.0,CTX,superior temporal gyrus
900,4142,16,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",39042,142,105,94,-52.2495039152439,-21.3617690486226,-16.043327874349302,9861,4140.0,CTX,middle temporal gyrus
908,4143,16,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",39044,142,109,94,-51.59599951611,-22.0302621324486,-19.7766194412305,9861,4140.0,CTX,middle temporal gyrus
915,4178,16,CX,PLP,"planum polare, left",39009,134,98,89,-44.1315918675476,-12.9162648215375,-8.85491591848909,9861,4177.0,CTX,planum polare
2209,4323,14,CX,Cl,"claustrum, right",38881,64,86,83,31.8208823127693,-2.14926600375435,2.79194305123654,9861,,,
2233,4322,14,CX,Cl,"claustrum, left",39255,124,87,82,-30.8262468785862,-2.4226480248758,1.75812868898157,9861,,,
722,4106,20,CX,SMG-s,"supramarginal gyrus, left, superior bank of gyrus",37601,143,64,111,-52.0083264115664,-24.173684267856,33.008184493190896,9861,4104.0,CTX,supramarginal gyrus
917,4296,16,CX,GPi,"globus pallidus, internal segment, left",51234,111,90,92,-18.8482378853103,-13.381563668729598,2.08031800052874,9861,12898.0,GP,"globus pallidus, internal segment"
870,4248,16,CX,PHG-cos,"parahippocampal gyrus, right, bank of the cos",39399,65,117,98,31.4017191930137,-24.1134626573401,-28.297792966814104,9861,,,
2257,4323,17,CX,Cl,"claustrum, right",40314,63,87,97,32.72782750156089,-15.4773695492083,5.29666664558792,9861,,,
914,4031,16,CX,MFG-i,"middle frontal gyrus, left, inferior bank of gyrus",38654,140,60,79,-48.07046323422979,12.9524607165665,30.2633186582418,9861,4028.0,CTX,middle frontal gyrus
931,4155,16,CX,ITG-mts,"inferior temporal gyrus, right, bank of mts",39244,40,112,96,57.9644544777242,-25.4603351092537,-24.2238995733351,9861,4147.0,CTX,inferior temporal gyrus
947,4146,16,CX,MTG-i,"middle temporal gyrus, right, inferior bank of gyrus",39245,41,109,95,56.461349023082896,-23.1724369631007,-21.4017607556962,9861,4140.0,CTX,middle temporal gyrus
916,4151,16,CX,ITG-mts,"inferior temporal gyrus, left, bank of mts",39357,142,113,94,-51.6114624847605,-22.8031852199267,-23.5542225557411,9861,4147.0,CTX,inferior temporal gyrus
893,4286,16,CX,BCd,"body of caudate nucleus, right",248616,80,74,91,17.2061331860626,-6.31342699337375,18.5249521912333,9861,12899.0,STR,body of the caudate nucleus
941,4288,16,CX,Pu,"putamen, left",40074,119,88,91,-26.579286386043,-12.3298517864217,2.8637332034159906,9861,4287.0,STR,putamen
889,4034,16,CX,MFG-i,"middle frontal gyrus, right, inferior bank of gyrus",39322,52,52,82,44.9325473812249,13.7797470305792,35.3609862118101,9861,4028.0,CTX,middle frontal gyrus
929,4033,16,CX,MFG-s,"middle frontal gyrus, right, superior bank of gyrus",38621,73,44,79,23.67006165094089,13.832570401867,45.7742157917673,9861,4028.0,CTX,middle frontal gyrus
948,4167,16,CX,HG,"Heschl's gyrus, right",39657,45,91,90,51.2542988133716,-10.3952438228026,-1.90091829191153,9861,4165.0,CTX,Heschl's gyrus
873,4107,22,CX,SMG-i,"supramarginal gyrus, left, inferior bank of gyrus",38604,153,74,119,-63.48492750077379,-39.756723618653496,22.9179249393502,9861,4104.0,CTX,supramarginal gyrus
865,4026,8,CX,SFG-m,"superior frontal gyrus, right, medial bank of gyrus",27968,87,57,45,6.242313934759951,46.209835838773785,27.1058591811659,9861,4021.0,CTX,superior frontal gyrus
2241,4323,15,CX,Cl,"claustrum, right",40536,61,92,86,35.008252387465895,-6.950577545362741,-2.80295041800017,9861,,,
2265,4322,17,CX,Cl,"claustrum, left",41536,125,89,94,-33.160095009352005,-15.6840279442776,1.20373951141279,9861,,,
2289,4322,18,CX,Cl,"claustrum, left",41476,124,80,99,-32.6435088820033,-17.330270348204802,11.209910184122698,9861,,,
2249,4322,15,CX,Cl,"claustrum, left",40556,125,91,85,-32.3626575574612,-6.81153151122655,-1.77000549161125,9861,,,
897,4034,16,CX,MFG-i,"middle frontal gyrus, right, inferior bank of gyrus",39323,55,54,81,42.375941525209896,13.5642600423699,32.9141824511124,9861,4028.0,CTX,middle frontal gyrus
905,4023,16,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",38618,100,45,74,-8.20185274723429,17.5912188062253,45.5750832044173,9861,4021.0,CTX,superior frontal gyrus
913,4026,16,CX,SFG-m,"superior frontal gyrus, right, medial bank of gyrus",38619,87,48,77,7.528723694142081,12.411982646195,41.3862103322699,9861,4021.0,CTX,superior frontal gyrus
866,4223,16,CX,CgGf-s,"cingulate gyrus, frontal part, left, superior bank of gyrus",38632,102,65,73,-9.31824006095966,19.367170970354604,27.301167125244497,9861,4221.0,CTX,"cingulate gyrus, frontal part"
953,4224,16,CX,CgGf-i,"cingulate gyrus, frontal part, left, inferior bank of gyrus",38633,94,68,74,-0.9578625828065492,16.3943530173158,23.75818027036449,9861,4221.0,CTX,"cingulate gyrus, frontal part"
937,4226,16,CX,CgGf-s,"cingulate gyrus, frontal part, right, superior bank of gyrus",38635,86,64,76,9.380874454615029,14.356513321701698,27.2684900786475,9861,4221.0,CTX,"cingulate gyrus, frontal part"
945,4227,16,CX,CgGf-i,"cingulate gyrus, frontal part, right, inferior bank of gyrus",38634,91,68,75,3.28218332139484,14.7064479352795,23.3177165069593,9861,4221.0,CTX,"cingulate gyrus, frontal part"
882,4024,16,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",38642,111,39,73,-19.9480667434949,20.665148807425,50.453837269288215,9861,4021.0,CTX,superior frontal gyrus
874,4030,16,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",81143,118,40,74,-25.5277109543754,19.085725005921,49.1948343116405,9861,4028.0,CTX,middle frontal gyrus
898,4012,16,CX,PrG-prc,"precentral gyrus, left, bank of the precentral sulcus",38652,139,62,83,-45.670453615631104,7.70192644618633,29.2899657899756,9861,4010.0,CTX,precentral gyrus
890,4013,16,CX,PrG-sl,"precentral gyrus, left, superior lateral aspect of gyrus",38653,149,59,85,-57.8078958950828,3.89376310672054,32.4983870041883,9861,4010.0,CTX,precentral gyrus
