well_id,structure_id,slab_num,slab_type,structure_acronym,structure_name,polygon_id,mri_voxel_x,mri_voxel_y,mri_voxel_z,mni_x,mni_y,mni_z,brain,reg_num,top_level,region_clean,R,A,S,vertex,mm_to_surf
594,4077,22,CX,PCLa-i,"paracentral lobule, anterior part, right, inferior bank of gyrus",37470,87,52,116,6.281692579616768,-26.76945628,46.03092023907661,9861,4071,CTX,"paracentral lobule, anterior part",5.5,-26,44,4410,-1.341842
2985,4323,11,CX,Cl,"claustrum, right",40517,66,92,63,29.46321795,17.37107185,-6.841868384,9861,,,,26.5,27,4,0,
2801,4323,18,CX,Cl,"claustrum, right",41516,66,81,104,30.91635188,-19.97109357,12.528056136748097,9861,,,,26.5,-14,15,0,
2273,4440,18,CX,LGd,"dorsal lateral geniculate nucleus, left",41473,116,94,101,-24.47165931,-23.99558386,-2.00609414,9861,12922,THAL,dorsal lateral geneiculate nucleus,-23.5,-11,2,0,
2785,4266,17,CX,CA4,"CA4 field, right",41142,63,104,106,33.052748420075105,-30.72013244,-12.0205805,9861,12895,HIPP,CA4 field,29.5,-16,-8,0,
2793,4267,17,CX,DG,"dentate gyrus, right",41141,63,104,107,33.041807596574806,-31.66909954,-11.77894537,9861,,,,29.5,-17,-8,0,
2795,4782,72,CB,Dt,"dentate nucleus, left",73345,101,130,123,-9.975446434,-57.94032843,-33.47720001,9861,,,,-8.5,-33,-34,0,
2874,4788,67,CB,Emb,"emboliform nucleus, right",56000,84,125,118,9.328883823,-50.9790893,-29.47859833,9861,,,,8.5,-28,-29,0,
2858,4251,17,CX,S,"subiculum, left",41212,114,108,100,-23.13913942,-25.55586298,-17.8933144,9861,12896,HIPP,subiculum,-21.5,-10,-12,0,
2850,4254,17,CX,CA1,"CA1 field, left",41211,124,107,100,-32.82266015,-26.16477704,-17.13687576,9861,12892,HIPP,CA1 field,-31.5,-10,-11,0,
2866,4281,17,CX,TCd,"tail of caudate nucleus, left",41213,124,102,98,-32.45126543,-22.73440366,-12.69046663,9861,12901,STR,tail of the caudate nucleus,-31.5,-8,-6,0,
2809,4450,19,CX,DTA,"anterior group of nuclei, right",67019,84,85,109,13.07249012,-26.23339916,8.343471444,9861,12920,THAL,anterior group of nuclei,8.5,-19,11,0,
2817,4472,19,CX,DTLv,"lateral group of nuclei, right, ventral division",67020,75,86,108,21.93676335,-25.89599391,7.733839284,9861,12925,THAL,"lateral group of nuclei, ventral division",17.5,-18,10,0,
2825,4487,19,CX,ILr,"rostral group of intralaminar nuclei, right",73214,84,88,109,13.358386709435502,-26.9731467,5.343802191,9861,12929,THAL,rostral group of intralaminar nuclei,8.5,-19,8,0,
2929,4395,19,CX,DTA,"anterior group of nuclei, left",66981,102,80,102,-10.09677148,-20.43531735,12.94543283,9861,12920,THAL,anterior group of nuclei,-9.5,-12,16,0,
2857,4400,19,CX,DTM,"medial group of nuclei, left",80127,100,92,105,-8.820172626,-25.51755332,0.7115265341331741,9861,12927,THAL,medial group of nuclei,-7.5,-15,4,0,
2849,4417,19,CX,DTLv,"lateral group of nuclei, left, ventral division",66985,112,87,105,-20.9204554,-25.90307704,6.314917764,9861,12925,THAL,"lateral group of nuclei, ventral division",-19.5,-15,9,0,
2865,4432,19,CX,ILr,"rostral group of intralaminar nuclei, left",80126,104,87,104,-12.82269765,-23.85381467,5.748591317,9861,12929,THAL,rostral group of intralaminar nuclei,-11.5,-14,9,0,
2841,4437,19,CX,ILc,"caudal group of intralaminar nuclei, left",66984,106,94,105,-15.43955536,-26.84191043,-1.48764526,9861,12921,THAL,caudal group of intralaminar nuclei,-13.5,-15,2,0,
2977,4322,12,CX,Cl,"claustrum, left",36307,121,90,67,-26.86137569,13.276540057830903,-3.022107922,9861,,,,-28.5,23,6,0,
3001,4455,16,CX,DTM,"medial group of nuclei, right",665541,91,86,93,2.6992615373816604,-11.72494033,5.980272715,9861,12927,THAL,medial group of nuclei,1.5,-3,10,0,
2993,4472,16,CX,DTLv,"lateral group of nuclei, right, ventral division",665542,87,85,92,8.096926723,-10.34847441,6.9335989689389885,9861,12925,THAL,"lateral group of nuclei, ventral division",5.5,-2,11,0,
3009,4512,16,CX,R,"reticular nucleus of thalamus, right",362512,82,84,92,14.640076731201198,-9.992709499,8.147400861,9861,4504,THAL,ventral thalamus,10.5,-2,12,0,
3050,4537,16,CX,Pa,"paraventricular nuclei, right of thalamus, right",665540,91,88,93,2.6606964368465804,-11.89863279,3.7806077078731697,9861,,,,1.5,-3,8,0,
3017,4314,16,CX,SI,"substantia innominata, right",56068,72,93,94,23.737442777323604,-15.03488018,-1.213046761,9861,,,,20.5,-4,3,0,
2803,4519,16,CX,Sb,"subthalamic nucleus, right",39177,73,98,95,23.08675265521489,-17.09889138,-6.559003556,9861,,,,19.5,-5,-2,0,
2811,9074,16,CX,SNC,"substantia nigra, pars compacta, left",344600,93,104,95,-0.618249692,-18.79791401,-13.96705932,9861,9072,VTA_SN,substantia nigra,-0.5,-5,-8,0,
3041,4417,17,CX,DTLv,"lateral group of nuclei, left, ventral division",87542,105,84,98,-13.05541896,-17.48633092,8.740553147,9861,12925,THAL,"lateral group of nuclei, ventral division",-12.5,-8,12,0,
3033,4450,17,CX,DTA,"anterior group of nuclei, right",87520,86,80,101,10.11480461,-18.47787733,12.93231394,9861,12920,THAL,anterior group of nuclei,6.5,-11,16,0,
3057,4455,17,CX,DTM,"medial group of nuclei, right",692605,90,88,102,5.414474684469121,-20.97851104,4.483868539040532,9861,12927,THAL,medial group of nuclei,2.5,-12,8,0,
3049,4472,17,CX,DTLv,"lateral group of nuclei, right, ventral division",87525,82,89,102,14.630386877476498,-21.25752892,3.646905626,9861,12925,THAL,"lateral group of nuclei, ventral division",10.5,-12,7,0,
3065,4506,17,CX,R,"reticular nucleus of thalamus, left",87541,110,83,97,-18.18026076,-16.63655638,9.886022571,9861,4504,THAL,ventral thalamus,-17.5,-7,13,0,
3018,4507,17,CX,ZI,"zona incerta, left",690726,100,92,99,-8.210932461,-20.13345727,-0.443763862,9861,4504,THAL,ventral thalamus,-7.5,-9,4,0,
2978,4512,17,CX,R,"reticular nucleus of thalamus, right",87521,76,85,101,20.64902326,-19.33601998,8.401647147,9861,4504,THAL,ventral thalamus,16.5,-11,11,0,
3026,4513,17,CX,ZI,"zona incerta, right",87536,82,96,100,14.40979232,-21.5283286,-4.142258997,9861,4504,THAL,ventral thalamus,10.5,-10,0,0,
3090,4518,17,CX,Sb,"subthalamic nucleus, left",87528,107,95,99,-16.13782115,-21.49715879,-3.572453332,9861,,,,-14.5,-9,1,0,
3025,9005,17,CX,CGMB,"central gray substance of midbrain, right",668917,93,98,100,0.1630190972619069,-22.11292818,-6.083958788,9861,,,,-0.5,-10,-2,0,
3034,9054,17,CX,RN,"red nucleus, left",87527,101,100,100,-9.897740159,-23.88864984,-8.411997454,9861,,,,-8.5,-10,-4,0,
2986,9057,17,CX,RN,"red nucleus, right",668919,86,100,101,9.914898523,-23.3839689,-8.221037327,9861,,,,6.5,-11,-4,0,
3002,9074,17,CX,SNC,"substantia nigra, pars compacta, left",87529,109,99,99,-17.91188576,-22.80812807,-7.589529194,9861,9072,VTA_SN,substantia nigra,-16.5,-9,-3,0,
3010,9075,17,CX,SNR,"substantia nigra, pars reticulata, left",87530,111,99,99,-19.80108212,-22.89910373,-7.465372962,9861,9072,VTA_SN,substantia nigra,-18.5,-9,-3,0,
787,4143,14,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",38869,145,112,83,-55.36706938,-11.6099411,-25.17609688,9861,4140,CTX,middle temporal gyrus,-52.5,7,-16,21630,0.163333
2786,4329,14,CX,ATZ,"amygdalohippocampal transition zone, left",73464,114,101,83,-20.67741572,-6.540295786,-11.51912092,9861,4328,AMYG,amygdalohippocampal transition zone,-21.5,7,-5,0,
2794,4342,14,CX,BLA,"basolateral nucleus, left",81221,116,107,83,-24.21064012,-7.558255357,-20.53691255,9861,4341,AMYG,basolateral nucleus,-23.5,7,-11,0,
2810,4351,14,CX,BMA,"basomedial nucleus, left",81220,117,102,83,-24.54653878,-6.76470086,-14.03337388,9861,4350,AMYG,basomedial nucleus,-24.5,7,-6,0,
2873,4379,14,CX,LA,"lateral nucleus, left",73461,122,109,83,-30.25899689,-8.706872317,-22.89156323,9861,4378,AMYG,lateral nucleus,-29.5,7,-13,0,
2802,4379,14,CX,LA,"lateral nucleus, left",82143,121,109,83,-29.18137757,-8.563772794,-22.75562058,9861,4378,AMYG,lateral nucleus,-28.5,7,-13,0,
2842,4307,15,CX,SI,"substantia innominata, left",41716,116,97,87,-22.8587564,-10.45272321,-6.938591187,9861,,,,-23.5,3,-1,0,
2826,4360,15,CX,CeA,"central nucleus, left",40336,118,100,87,-25.38625807,-10.90386797,-11.09988563,9861,4359,AMYG,central nucleus,-25.5,3,-4,0,
961,4273,10,CX,SIG,"short insular gyri, left",28153,127,84,57,-33.51548714,25.699182589025305,-0.886968543,9861,4272,CTX,short insular gyri,-34.5,33,12,11031,1.093029
428,4092,24,CX,PoG-cs,"postcentral gyrus, right, bank of the central sulcus",35008,78,40,124,17.95795073,-29.89353728,63.280191086331605,9861,4085,CTX,postcentral gyrus,14.5,-34,56,5358,-1.563552
969,4201,22,CX,OTG-i,"occipito-temporal gyrus, left, inferior bank of gyrus",37564,137,116,122,-50.81016272,-53.7469332,-18.51418278,9861,4198,CTX,occipito-temporal gyrus,-44.5,-32,-20,22313,1.445987
973,4158,18,CX,FuG-its,"fusiform gyrus, left, bank of the its",39559,133,117,105,-44.02840521,-36.8895064,-25.99402573,9861,4156,CTX,fusiform gyrus,-40.5,-15,-21,22601,-0.437589
981,4159,18,CX,FuG-l,"fusiform gyrus, left, lateral bank of gyrus",39560,126,121,105,-35.64088418,-36.1919864,-29.07841984,9861,4156,CTX,fusiform gyrus,-33.5,-15,-25,22722,1.230883
989,4160,18,CX,FuG-cos,"fusiform gyrus, left, bank of cos",39561,123,111,103,-31.69084193,-30.66344796,-20.25272645,9861,4156,CTX,fusiform gyrus,-30.5,-13,-15,22956,0.974146
965,4164,18,CX,FuG-cos,"fusiform gyrus, right, bank of cos",39527,62,112,107,34.03866151,-34.04087261,-19.95408148,9861,4156,CTX,fusiform gyrus,30.5,-17,-16,23009,0.628419
1052,4163,18,CX,FuG-l,"fusiform gyrus, right, lateral bank of gyrus",39526,58,121,109,38.3826564,-37.52142744,-28.34556525,9861,4156,CTX,fusiform gyrus,34.5,-19,-25,22806,-0.600802
1044,4166,18,CX,HG,"Heschl's gyrus, left",39516,132,86,100,-39.70328594,-19.26674814,4.573396577,9861,4165,CTX,Heschl's gyrus,-39.5,-10,10,31354,0.629134
1028,4288,18,CX,Pu,"putamen, left",39517,122,87,100,-30.06483899,-20.92796395,4.782021611,9861,4287,STR,putamen,-29.5,-10,9,0,
1020,4167,18,CX,HG,"Heschl's gyrus, right",39483,52,86,104,42.91390735,-20.57130156,7.1582964492342605,9861,4165,CTX,Heschl's gyrus,40.5,-14,10,31405,-1.236072
1012,4271,18,CX,LIG,"long insular gyri, right",39487,64,89,104,31.67583036,-22.84684682,4.650745369,9861,4269,CTX,long insular gyri,28.5,-14,7,31052,-1.573787
1051,4136,18,CX,STG-i,"superior temporal gyrus, left, inferior bank of gyrus",39467,152,94,104,-62.00436044,-26.91201569,0.233409777,9861,4133,CTX,superior temporal gyrus,-59.5,-14,2,32140,0.360736
964,4142,18,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",39466,147,102,105,-56.20558922,-31.37674376,-9.107289396,9861,4140,CTX,middle temporal gyrus,-54.5,-15,-6,32424,0.115695
980,4143,18,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",39465,149,115,105,-61.53391159,-34.79222105,-20.39539609,9861,4140,CTX,middle temporal gyrus,-56.5,-15,-19,21446,1.222886
996,4150,18,CX,ITG-l,"inferior temporal gyrus, left, lateral bank of gyrus",39472,141,122,105,-53.47691185,-39.2953194,-31.05938698,9861,4147,CTX,inferior temporal gyrus,-48.5,-15,-26,22265,0.326193
988,4151,18,CX,ITG-mts,"inferior temporal gyrus, left, bank of mts",39464,142,115,105,-54.0848419,-36.29792568,-23.02659279,9861,4147,CTX,inferior temporal gyrus,-49.5,-15,-19,21997,1.493099
1035,4138,18,CX,STG-l,"superior temporal gyrus, right, lateral bank of gyrus",39451,27,92,104,70.50627671,-24.54162664,0.428574244,9861,4133,CTX,superior temporal gyrus,65.5,-14,4,9733,-0.169154
1027,4139,18,CX,STG-i,"superior temporal gyrus, right, inferior bank of gyrus",39452,35,97,106,61.32694392848021,-28.20032517,-4.685317589,9861,4133,CTX,superior temporal gyrus,57.5,-16,-1,9657,1.225691
1011,4145,18,CX,MTG-s,"middle temporal gyrus, right, superior bank of gyrus",39454,43,99,108,51.97843157,-30.0820007,-5.955117279,9861,4140,CTX,middle temporal gyrus,49.5,-18,-3,8452,-0.402203
1043,4146,18,CX,MTG-i,"middle temporal gyrus, right, inferior bank of gyrus",39448,42,108,109,55.39785912158551,-35.60773225,-16.49627997,9861,4140,CTX,middle temporal gyrus,50.5,-19,-12,21755,-0.811626
979,4153,18,CX,ITG-its,"inferior temporal gyrus, right, bank of the its",39453,47,118,109,50.354406596617096,-39.63183622,-26.14846641,9861,4147,CTX,inferior temporal gyrus,45.5,-19,-22,22354,0.827105
1003,4154,18,CX,ITG-l,"inferior temporal gyrus, right, lateral bank of gyrus",73248,34,118,109,63.76860455,-40.60692277,-27.03065354,9861,4147,CTX,inferior temporal gyrus,58.5,-19,-22,22049,0.697611
995,4155,18,CX,ITG-mts,"inferior temporal gyrus, right, bank of mts",39446,42,111,109,56.34696256,-37.25857654,-19.88358568,9861,4147,CTX,inferior temporal gyrus,50.5,-19,-15,21857,0.811181
971,4162,18,CX,FuG-its,"fusiform gyrus, right, bank of the its",39447,51,118,109,46.27929093519529,-39.53006265,-26.38240381,9861,4156,CTX,fusiform gyrus,41.5,-19,-22,22638,-0.236585
1034,4094,18,CX,PoG-il,"postcentral gyrus, right, inferior lateral aspect of gyrus",39410,28,77,104,68.87530454,-18.36117617,16.214661429137006,9861,4085,CTX,postcentral gyrus,64.5,-14,19,17542,1.261135
1042,4173,18,CX,PLT,"planum temporale, right",39409,37,84,104,59.33662727734551,-20.50718648,8.061350632,9861,4171,CTX,planum temporale,55.5,-14,12,9863,-0.324407
1010,4012,18,CX,PrG-prc,"precentral gyrus, left, bank of the precentral sulcus",39374,123,49,90,-34.27458475,0.706743143,43.73452929,9861,4010,CTX,precentral gyrus,-30.5,0,47,5682,0.798665
1018,4013,18,CX,PrG-sl,"precentral gyrus, left, superior lateral aspect of gyrus",39375,135,42,92,-45.57250284,0.876376954,50.70350864,9861,4010,CTX,precentral gyrus,-42.5,-2,54,30945,-0.141441
1026,4014,18,CX,PrG-il,"precentral gyrus, left, inferior lateral aspect of gyrus",39376,147,53,92,-56.55874643,-2.394320143,40.6039291,9861,4010,CTX,precentral gyrus,-54.5,-2,43,19753,-0.001631
1002,4031,18,CX,MFG-i,"middle frontal gyrus, left, inferior bank of gyrus",39373,124,40,89,-34.14367896,3.11510103,53.59267068,9861,4028,CTX,middle frontal gyrus,-31.5,1,56,30674,-0.556593
970,4023,18,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",39363,95,37,86,-1.90767381,7.896543772,54.11582037,9861,4021,CTX,superior frontal gyrus,-2.5,4,59,4998,-0.769603
978,4024,18,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",39362,111,39,86,-19.39598216,6.687369785,53.59237541,9861,4021,CTX,superior frontal gyrus,-18.5,4,57,6480,0.426085
986,4030,18,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",39361,115,39,86,-22.98971272,5.6688723426628105,52.96754371,9861,4028,CTX,middle frontal gyrus,-22.5,4,57,30484,-0.275386
962,4026,18,CX,SFG-m,"superior frontal gyrus, right, medial bank of gyrus",39345,84,48,100,10.91787573,-8.218793872,48.81750253334791,9861,4021,CTX,superior frontal gyrus,8.5,-10,48,4777,0.487271
1017,4017,18,CX,PrG-prc,"precentral gyrus, right, bank of the precentral sulcus",39319,58,46,97,38.07652696,-0.925766269,47.44024887070189,9861,4010,CTX,precentral gyrus,34.5,-7,50,30868,-0.174542
1025,4018,18,CX,PrG-sl,"precentral gyrus, right, superior lateral aspect of gyrus",39329,51,43,97,45.55188604556621,-1.060047591,51.908233089919385,9861,4010,CTX,precentral gyrus,41.5,-7,53,30922,0.098401
1033,4019,18,CX,PrG-il,"precentral gyrus, right, inferior lateral aspect of gyrus",39330,45,48,97,52.51477603,-2.99258909,46.45529077292271,9861,4010,CTX,precentral gyrus,47.5,-7,48,5082,-0.011379
1041,4020,18,CX,PrG-cs,"precentral gyrus, right, bank of the central sulcus",39331,48,54,99,50.44336617,-7.472558718,39.36277763,9861,4010,CTX,precentral gyrus,44.5,-9,42,8325,-1.518915
985,4027,18,CX,SFG-l,"superior frontal gyrus, right, lateral bank of gyrus",39316,70,50,96,25.46250792827849,-3.370710609,43.66803316,9861,4021,CTX,superior frontal gyrus,22.5,-6,46,6205,0.654346
993,4033,18,CX,MFG-s,"middle frontal gyrus, right, superior bank of gyrus",39317,67,49,97,28.82149526,-3.168208075,44.16105425,9861,4028,CTX,middle frontal gyrus,25.5,-7,47,6145,-0.581105
1009,4034,18,CX,MFG-i,"middle frontal gyrus, right, inferior bank of gyrus",39318,60,43,97,36.262799470250286,-0.885711453,50.24410073,9861,4028,CTX,middle frontal gyrus,32.5,-7,53,30792,-0.099473
1049,4092,18,CX,PoG-cs,"postcentral gyrus, right, bank of the central sulcus",39332,47,57,100,51.53969036926679,-10.75926095,36.14915533223101,9861,4085,CTX,postcentral gyrus,45.5,-10,39,17975,-0.152002
963,4015,18,CX,PrG-cs,"precentral gyrus, left, bank of the central sulcus",39417,144,62,95,-53.41839967,-7.480404299,31.65569999,9861,4010,CTX,precentral gyrus,-51.5,-5,34,18116,0.747453
1050,4087,18,CX,PoG-cs,"postcentral gyrus, left, bank of the central sulcus",39416,148,61,96,-57.84965346,-8.571396937,32.69565048,9861,4085,CTX,postcentral gyrus,-55.5,-6,35,17918,-0.413415
362,4023,8,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",28050,94,55,46,-0.591419776,46.01991197,27.92926959,9861,4021,CTX,superior frontal gyrus,-1.5,44,41,29023,1.611983
1001,4033,18,CX,MFG-s,"middle frontal gyrus, right, superior bank of gyrus",39320,66,46,97,29.911739188464303,-2.115836458,46.8587065,9861,4028,CTX,middle frontal gyrus,26.5,-7,50,5101,-0.626153
994,4030,18,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",39366,117,36,86,-24.60011564,6.6751224170580485,56.72644996,9861,4028,CTX,middle frontal gyrus,-24.5,4,60,30513,0.352646
987,4153,18,CX,ITG-its,"inferior temporal gyrus, right, bank of the its",39444,49,116,109,49.04760717,-38.70851523,-24.10424247,9861,4147,CTX,inferior temporal gyrus,43.5,-19,-20,22431,1.038495
1019,4145,18,CX,MTG-s,"middle temporal gyrus, right, superior bank of gyrus",39450,46,99,108,49.10819325,-30.43045755,-6.242087528,9861,4140,CTX,middle temporal gyrus,46.5,-18,-3,8453,-0.69429
1004,4150,18,CX,ITG-l,"inferior temporal gyrus, left, lateral bank of gyrus",39463,143,122,105,-55.57253786,-39.52016656,-31.18857969,9861,4147,CTX,inferior temporal gyrus,-50.5,-15,-26,22223,0.746041
972,4142,18,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",39471,150,101,105,-59.54428111,-30.90388997,-7.635528186,9861,4140,CTX,middle temporal gyrus,-57.5,-15,-5,32422,0.219893
977,4288,14,CX,Pu,"putamen, left",39235,117,85,83,-23.93722945,-2.643152186,5.103915505,9861,4287,STR,putamen,-24.5,7,11,0,
946,4020,16,CX,PrG-cs,"precentral gyrus, right, bank of the central sulcus",38934,39,72,88,58.68521444,-0.345040528,22.007602,9861,4010,CTX,precentral gyrus,53.5,2,24,16606,-0.255344
966,4299,16,CX,GPi,"globus pallidus, internal segment, right",714243,73,92,93,22.55407796,-13.8102208,-0.079613308,9861,12898,GP,"globus pallidus, internal segment",19.5,-3,4,0,
974,4149,16,CX,ITG-its,"inferior temporal gyrus, left, bank of the its",39396,133,111,93,-42.12463573,-20.63355103,-22.43799151,9861,4147,CTX,inferior temporal gyrus,-40.5,-3,-15,22593,-0.19518
982,4159,16,CX,FuG-l,"fusiform gyrus, left, lateral bank of gyrus",39394,125,120,93,-35.2161539,-23.65237777,-33.01699958,9861,4156,CTX,fusiform gyrus,-32.5,-3,-24,22817,0.061089
998,4244,16,CX,PHG-l,"parahippocampal gyrus, left, lateral bank of gyrus",39392,112,115,93,-21.1955947,-20.86142418,-27.651662,9861,,,,-19.5,-3,-19,0,
990,4245,16,CX,PHG-cos,"parahippocampal gyrus, left, bank of the cos",39393,117,116,93,-26.18720579,-20.71950032,-29.11107242,9861,,,,-24.5,-3,-20,0,
997,4230,18,CX,CgGp-s,"cingulate gyrus, parietal part, left, superior bank of gyrus",39592,100,59,86,-8.548398556,4.282145658,35.79803447,9861,4228,CTX,"cingulate gyrus, parietal part",-7.5,4,37,2405,1.170755
1005,4231,18,CX,CgGp-i,"cingulate gyrus, parietal part, left, inferior bank of gyrus",39593,96,67,90,-2.423745797,-2.759298629,27.89907658,9861,4228,CTX,"cingulate gyrus, parietal part",-3.5,0,29,2643,-0.082183
1021,4233,18,CX,CgGp-s,"cingulate gyrus, parietal part, right, superior bank of gyrus",39596,87,66,99,8.219869386,-11.20474674,32.323928593872296,9861,4228,CTX,"cingulate gyrus, parietal part",5.5,-9,30,2067,-0.60059
1013,4234,18,CX,CgGp-i,"cingulate gyrus, parietal part, right, inferior bank of gyrus",39595,92,68,95,3.3470138674319907,-8.278433241,29.20822725,9861,4228,CTX,"cingulate gyrus, parietal part",0.5,-5,28,2441,-0.244796
1053,9242,18,CX,cgb,"cingulum bundle, right",81149,79,61,96,16.59846765,-6.902680008,34.127324727547304,9861,,,,13.5,-6,35,0,
883,4172,16,CX,PLT,"planum temporale, left",39008,154,88,88,-62.69974169,-8.37007866,1.6946511053991002,9861,4171,CTX,planum temporale,-61.5,2,8,31700,1.919699
907,4270,16,CX,LIG,"long insular gyri, left",39004,129,92,89,-37.3080438,-11.79685464,-2.824740538,9861,4269,CTX,long insular gyri,-36.5,1,4,10390,-0.242394
868,4139,16,CX,STG-i,"superior temporal gyrus, right, inferior bank of gyrus",39027,48,101,93,47.885434411279405,-18.31769669,-12.72837861,9861,4133,CTX,superior temporal gyrus,44.5,-3,-5,32133,-0.388753
955,4145,16,CX,MTG-s,"middle temporal gyrus, right, superior bank of gyrus",39028,47,104,94,49.74160016950872,-20.53048925,-15.94031495,9861,4140,CTX,middle temporal gyrus,45.5,-4,-8,32273,0.085393
939,4146,16,CX,MTG-i,"middle temporal gyrus, right, inferior bank of gyrus",39029,38,110,95,59.59813473711221,-23.29338664,-22.02027621,9861,4140,CTX,middle temporal gyrus,54.5,-5,-14,21639,0.229417
876,4153,16,CX,ITG-its,"inferior temporal gyrus, right, bank of the its",39034,51,118,98,47.48118340763471,-28.21371343,-29.34484945,9861,4147,CTX,inferior temporal gyrus,41.5,-8,-22,22532,1.49264
884,4154,16,CX,ITG-l,"inferior temporal gyrus, right, lateral bank of gyrus",39033,46,122,98,52.24005678,-30.22239084,-33.33223994,9861,4147,CTX,inferior temporal gyrus,46.5,-8,-26,22461,0.671859
923,4155,16,CX,ITG-mts,"inferior temporal gyrus, right, bank of mts",39031,38,113,96,60.21027343,-25.58842408,-24.95291383,9861,4147,CTX,inferior temporal gyrus,54.5,-6,-17,22044,0.522995
892,4136,16,CX,STG-i,"superior temporal gyrus, left, inferior bank of gyrus",39043,141,97,92,-51.23738731,-14.92752498,-6.790706936,9861,4133,CTX,superior temporal gyrus,-48.5,-2,-1,32106,-1.415754
900,4142,16,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",39042,142,105,94,-52.24950392,-21.36176905,-16.04332787,9861,4140,CTX,middle temporal gyrus,-49.5,-4,-9,32206,0.624609
908,4143,16,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",39044,142,109,94,-51.59599952,-22.03026213,-19.77661944,9861,4140,CTX,middle temporal gyrus,-49.5,-4,-13,21742,-0.392798
915,4178,16,CX,PLP,"planum polare, left",39009,134,98,89,-44.13159187,-12.91626482,-8.854915918,9861,4177,CTX,planum polare,-41.5,1,-2,31085,0.692746
2209,4323,14,CX,Cl,"claustrum, right",38881,64,86,83,31.82088231,-2.149266004,2.791943051,9861,,,,28.5,7,10,0,
2233,4322,14,CX,Cl,"claustrum, left",39255,124,87,82,-30.82624688,-2.422648025,1.758128689,9861,,,,-31.5,8,9,0,
722,4106,20,CX,SMG-s,"supramarginal gyrus, left, superior bank of gyrus",37601,143,64,111,-52.00832641,-24.17368427,33.008184493190896,9861,4104,CTX,supramarginal gyrus,-50.5,-21,32,17488,-0.551104
917,4296,16,CX,GPi,"globus pallidus, internal segment, left",51234,111,90,92,-18.84823789,-13.38156367,2.080318001,9861,12898,GP,"globus pallidus, internal segment",-18.5,-2,6,0,
870,4248,16,CX,PHG-cos,"parahippocampal gyrus, right, bank of the cos",39399,65,117,98,31.40171919,-24.11346266,-28.29779297,9861,,,,27.5,-8,-21,0,
2257,4323,17,CX,Cl,"claustrum, right",40314,63,87,97,32.72782750156089,-15.47736955,5.296666646,9861,,,,29.5,-7,9,0,
914,4031,16,CX,MFG-i,"middle frontal gyrus, left, inferior bank of gyrus",38654,140,60,79,-48.07046323,12.95246072,30.26331866,9861,4028,CTX,middle frontal gyrus,-47.5,11,36,30656,0.010645
931,4155,16,CX,ITG-mts,"inferior temporal gyrus, right, bank of mts",39244,40,112,96,57.96445448,-25.46033511,-24.22389957,9861,4147,CTX,inferior temporal gyrus,52.5,-6,-16,21996,1.046744
947,4146,16,CX,MTG-i,"middle temporal gyrus, right, inferior bank of gyrus",39245,41,109,95,56.461349023082896,-23.17243696,-21.40176076,9861,4140,CTX,middle temporal gyrus,51.5,-5,-13,21692,0.044438
916,4151,16,CX,ITG-mts,"inferior temporal gyrus, left, bank of mts",39357,142,113,94,-51.61146248,-22.80318522,-23.55422256,9861,4147,CTX,inferior temporal gyrus,-49.5,-4,-17,21895,-0.021902
893,4286,16,CX,BCd,"body of caudate nucleus, right",248616,80,74,91,17.20613319,-6.313426993,18.52495219,9861,12899,STR,body of the caudate nucleus,12.5,-1,22,0,
941,4288,16,CX,Pu,"putamen, left",40074,119,88,91,-26.57928639,-12.32985179,2.8637332034159906,9861,4287,STR,putamen,-26.5,-1,8,0,
889,4034,16,CX,MFG-i,"middle frontal gyrus, right, inferior bank of gyrus",39322,52,52,82,44.93254738,13.77974703,35.36098621,9861,4028,CTX,middle frontal gyrus,40.5,8,44,30680,-0.636076
929,4033,16,CX,MFG-s,"middle frontal gyrus, right, superior bank of gyrus",38621,73,44,79,23.67006165094089,13.8325704,45.77421579,9861,4028,CTX,middle frontal gyrus,19.5,11,52,30417,0.505473
948,4167,16,CX,HG,"Heschl's gyrus, right",39657,45,91,90,51.25429881,-10.39524382,-1.900918292,9861,4165,CTX,Heschl's gyrus,47.5,0,5,31393,0.424667
873,4107,22,CX,SMG-i,"supramarginal gyrus, left, inferior bank of gyrus",38604,153,74,119,-63.4849275,-39.75672362,22.91792494,9861,4104,CTX,supramarginal gyrus,-60.5,-29,22,17125,-2.417707
865,4026,8,CX,SFG-m,"superior frontal gyrus, right, medial bank of gyrus",27968,87,57,45,6.242313934759951,46.209835838773785,27.10585918,9861,4021,CTX,superior frontal gyrus,5.5,45,39,29022,0.865857
