well_id,vertex,mni_x,mni_y,mni_z,Lamp5,Pax6,Vip,Sncg,Lamp5 Lhx6,L5 ET,L5/6 NP,L6 CT,L6b,Astro,VLMC,Endo,Micro/PVM,Oligo,OPC,L2/3 IT,L6 IT Car3,L4 IT,L6 IT,L5 IT,Chandelier,Pvalb,Sst,Sst Chodl,P-value,Correlation,RMSE
641,37551,33.139028689389896,-23.54199101,49.56222503,0.054280122,0.033307075,0.096340662,0.0,0.0,0.3000388015125106,0.0,0.094497091,0.0,0.096048105,0.0,0.020442902,0.012490515,0.0,0.091855599,0.0,0.005954576,0.049516339,0.1308524154269905,0.0,0.0,0.014375796,0.0,0.0,9999.0,0.006793702,1.018514413860234
633,40423,37.82491661,-25.05240694,48.54668756,0.004889973,0.040638502,0.2249735443589999,0.0,0.0,0.1044924245570598,0.0,0.094540513,0.0,0.056669507,0.008040925,0.01177665,0.0,0.0,0.1851554936514126,0.0,0.0,0.1400257609644013,0.099427432,0.0,0.0,0.029369274,0.0,0.0,9999.0,0.1722571139979766,0.9874458360658224
625,40273,43.89711503,-23.17193577,60.860219066698505,0.048853181,0.004916635,0.070147417,0.0,0.0,0.0,0.011165544,0.0,0.084671591,0.0,0.019406899,0.0073286,0.01983172,0.0,0.046197551,0.1548384143384996,0.0,0.3066770438275755,0.0,0.1647752550990973,0.03617252,0.0,0.025017629,0.0,9999.0,0.053366555,1.007849095732092
609,40310,50.93514046,-25.82929919,55.1350059,0.0,0.094248535,0.0,0.0,0.036666029,0.015089487,0.0,0.1869678536441034,0.0,0.0,0.019891746,0.003317857,0.027094594,0.0,0.2029406367979318,0.2182149359128155,0.0,0.026742671,0.0,0.0,0.096123841,0.072701816,0.0,0.0,9999.0,0.1051216342921904,1.0081680188082924
617,40106,42.29606393,-26.86078708,41.3033479,0.066653037,0.00690228,0.091468581,0.021015244,0.0,0.0,0.033561205,0.0,0.1022821774376911,0.0,0.014171456,0.011815319,0.007471782,0.0,0.0,0.313354562986577,0.0,0.0,0.065632976,0.1393316850373151,0.051427951,0.0,0.073970025,0.000941719,9999.0,0.185122794653663,0.9853548745455124
601,49597,56.14870036,-27.83692594,43.88913159,0.012183721,0.052094996,0.069797602,0.028094529,0.007676745,0.0,0.018050641,0.0,0.07081504,0.0,0.01299617,0.008335658,0.0209317,0.028411206,0.0,0.4114349869108975,0.0,0.0,0.1351911217986535,0.044867167,0.053118818,0.0,0.025450388,0.000549512,9999.0,0.1861544159514852,0.9854600276053456
585,52709,37.71841619,53.56328583,-15.76189949,0.093862492,0.085298558,0.053236651,0.0,0.0,0.0,0.0,0.0,0.1911221567013917,0.018650114,0.0,0.016540427,0.006718134,0.041168191,0.0,0.192387225322411,0.0,0.0,0.0,0.055593001,0.033462556,0.026624418,0.1827714447250131,0.002564631,9999.0,0.249751627550693,0.9697907831222392
481,53556,7.4151776719184195,41.41455419,-26.16687956,0.0,0.04597237,0.070749886,0.0,0.021942786,0.0,0.05836291,0.0,0.1447489530567102,0.041274341,0.0,0.018479822,0.021727618,0.00104147,0.0,0.2194386910975095,0.0,0.0,0.0,0.2264730319459735,0.0,0.08458407,0.045204052,0.0,9999.0,0.2023628631476762,0.98109364796497
577,57347,19.31598457,-78.5809815,0.407721988,0.020541916,0.0,0.1191892902323901,0.0,0.0,0.05641645,0.0,0.1224043058719519,0.0,0.090673675,0.000987181,0.021395874,0.001352607,0.000694469,0.003207119,0.0,0.011595343,0.4188281024868565,0.1106963082899364,0.0,0.0,0.022017359,0.0,0.0,9999.0,0.1071868593206834,0.998820201453324
565,21278,-9.44542118,11.13675443,-20.2199516,0.0,0.072720353,0.088280712,0.09363297,0.020430825,0.0,0.048191087,0.0,0.075384746,0.096541873,0.0,0.0,0.093491554,0.1066516933177125,0.0,0.0,0.051129136,0.0,0.1400797666549191,0.0,0.014465686,0.0,0.083658179,0.015341419,9999.0,0.060796241,1.0124604495139296
564,21466,-48.50437534,-1.2019973,-33.92526763,0.0,0.04915956,0.116552343217831,0.039824331,0.0,0.0,0.0,0.0,0.035482621,0.042224727,0.0,0.015613533,0.00638537,0.027046165,0.0,0.4199755025523934,0.0,0.0,0.041398603,0.0,0.1293351163953844,0.0,0.077002126,0.0,9999.0,0.1862612923541123,0.9851681337910716
